,x0,x1,x2,x3,x4,f1,f2
0,0.2732146344233892,0.06600013860389278,0.7063235969314675,0.2771611240680885,0.12519230896993586,68.00712998979378,182.99668704794618
1,0.8087317057356536,0.41710671580990366,0.7001998525942437,0.1880904028588853,0.36754745449594917,130.4108675364622,10.023849138305502
2,0.4598009526634415,0.20815612860160532,0.16658052662821077,0.07977238772957804,0.07459660090331757,124.2232679535771,206.4708336707202
3,0.27441961388398384,0.3455923977573435,0.7632895238228423,0.5501020194468699,0.506033595442276,30.684420946896203,169.03971644671873
4,0.38638318744586403,0.22848443275740365,1.0095426491983828,0.8065553827374866,0.006897661233449523,71.38860073407416,191.16023702315766
5,0.692056032186628,0.08729396728839725,-0.0013407851713461982,0.023744638921097988,-0.01427249775869367,51.106862125088554,23.28239166017424
6,0.3365373423251312,0.5820909260918292,0.36674486981785004,0.9952163619693797,0.06951148840363848,57.35796143762312,102.93975682482159
7,0.3407259473450406,0.9264462170483115,0.8977235599382384,0.29390187690932773,0.6787419844285565,22.46145723094236,130.5184380383354
8,0.9900107040773275,0.814397416740545,0.98189020001815,0.26978234470034373,0.3502609792755497,254.38893769580088,6.932630235651905
9,0.35071082164790596,0.09197171224454283,-0.14551701505056377,0.5333380162112697,0.8396201590041701,29.00792488958726,65.23019158330204
10,0.12109318619414323,0.30167457868883557,0.1466084377250474,0.3029912672555166,0.3418192533679807,14.245091251601641,286.18093899839147
11,0.017246987874752068,0.3885059760206122,0.7279268321221412,0.4984021433086492,0.1308764409582643,37.02874704650484,188.34832418571634
12,0.741949855453327,0.39783704760662025,0.45863902514823285,0.6514297710983474,0.6748515793507872,87.60764071193019,17.736968896934005
13,0.6740697228340559,0.4063740269074271,0.6032538426328732,0.9834921747011006,1.029391450204372,173.05149837813798,33.13828891733996
14,0.9628928260415819,0.6045148879750109,0.12654263751108907,0.44996181536750607,0.06638127707114354,149.92700733775035,32.9212978566711
15,0.5185761685365107,0.8116353568597839,0.38824547713368995,0.3234335991918266,0.3775320440702221,39.02060293509124,58.384792522495054
16,0.06685428153368066,0.5905658417774144,-0.13421134668604867,0.35409200011721437,0.7030187768014061,13.108646850045927,93.75735441269076
17,0.7590069349736402,0.9726346222641948,-0.027399684458336678,0.1424832972725355,0.30682224262918645,211.37982845101058,52.72923131492047
18,0.16591994355226217,0.5664398317432681,0.8021774342396865,0.5879132590303111,0.21081491635226163,19.357216169257057,113.9348447943636
19,0.4693122526918356,0.45728985302889175,0.32111775818836896,0.846263058587482,0.7367734429528929,136.29901070986313,152.84325346820296
20,0.7330038515873554,0.41797191958499935,0.6303512565130588,0.6796371160420536,0.5045301999739228,171.5854891138926,73.16762504612024
21,0.5749915114661274,1.0138847267271789,0.13484528562829853,0.7520702012221608,0.28495996787020794,198.23357264630474,141.21508611521566
22,0.6655447855359304,0.8387762212960101,0.2289197226325484,0.7311879381347821,0.22709214022785923,94.87567301771927,45.260725205011525
23,0.7758869268566553,0.5154869946054235,0.6016149275275787,0.3733020430872283,0.830350575994517,159.20801497671866,40.62877134195587
24,0.8449912112510711,0.7658384223776442,0.6496751841616103,0.2585049384825257,0.030883817377149802,191.58916748340192,88.98925836248307
25,0.8816235561979469,0.3625892881018629,0.39349967656583446,0.852369854757079,0.8626139537735864,144.03150898771545,49.73723534260426
26,0.4953252132615238,0.7230883841291564,0.11062619767452017,0.04532052586579303,0.5710355565272203,60.00430561432385,91.482163446104
27,0.43915545574510223,0.01439539446910107,0.37860323638854587,-0.012847893590704484,0.18344441177860754,180.7710483732717,122.06804175110612
28,0.45997789826771185,0.2509009621497524,0.613029609889192,0.01583868213496884,0.2501094920538364,74.81160239369892,143.2563488220771
29,0.5739279664014573,0.5449444466569537,0.4867900687201876,0.10495689178922078,0.37320570131254877,125.26122785251916,76.11378372521028
30,0.4560695426302409,0.00768155462397668,0.9557604070649562,0.1047739851542338,0.8276441205556532,116.07550627238817,153.48120229032835
31,0.9203774483838258,0.14710309396713603,0.8005333887018836,0.3385613302960637,0.09398270823472347,169.74922011318858,2.7493246098493334
32,0.3857581366532499,0.1935943435892316,0.478114342603535,0.5517925150187557,0.4027298432901266,119.99473490328553,97.2658266470453
33,0.5617333541669627,0.15096993765377073,0.7810856845603751,0.7278926959259318,0.4823030635799077,126.5147428842909,150.16355348012289
34,0.47932322540612876,0.13996876638745942,0.7518717397493755,0.4609097252587996,0.7966512588681117,113.39575282623275,154.04213924671896
35,0.5869531909770832,1.1134054818137646,0.8777633459280669,0.792830170612734,0.8688495193742044,182.31691356009725,177.93552505440772
36,0.684237064007275,0.6218612752233267,0.6855062615099188,0.10168349205234958,1.0186634708978304,236.85168452244372,52.985485358232
37,0.21337625641506452,-0.04825911937195848,0.4506343509468904,-0.030970247011313623,0.24911479836581335,48.834941858006296,186.09022028056808
