,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,f1,f2
0,0.8383361574240472,0.5025169754075646,0.04811721902982023,0.42455900762444365,0.4356718695331146,0.005982388205247188,0.9179170815219176,0.2165341965762292,0.9772734588990579,0.9686439548635503,2.249289650544316,8.666310383863797
1,0.25083900840305745,0.04088647139269762,0.9601374853492178,0.1957506744283839,0.4625755246770243,0.4447194117581349,0.7513809627098694,0.427528584499106,0.7040995824013873,0.8606149395487811,8.551161977321389,3.5552177276270394
2,0.955160401322253,0.0786956502295125,0.5358654539949936,0.8106413949667185,0.21378258959184648,0.32222212421411833,0.8078341271107348,0.7740146776897757,0.7986500421477855,0.24937558034182686,0.6506878678957363,9.222998003185314
3,0.7976601135792366,0.4107064353411239,0.1401959650183764,0.29778758798278887,0.30816409728358807,0.5259716021911217,0.32994702555485217,0.27902839703487003,0.5665352918064048,0.5228229021921338,2.845812881953149,8.650200336134937
4,0.7788366838167644,0.6300484890561214,0.44810103786537425,0.6303708542137637,0.9264368721616579,0.023231884007773533,0.225089167449214,0.78590224234938,0.6549706796184535,0.6231999184260283,3.1531374441680953,8.708214769178152
5,0.760986213465786,0.6499011031792626,0.888132202515257,0.7524911332437301,0.2067662579172274,0.4287280092339162,0.3641968421740488,0.29727627605099227,0.6351661129346524,0.46724474241363473,3.4332641921864377,8.710836880037718
6,0.9261857461667424,0.5322353316483606,0.1954108333192009,0.09095693517480442,0.681900619760534,0.7891315129246044,0.6204651389700111,0.32987023057265724,0.16158208367384444,0.17352945737093592,1.0452648424271462,8.974575651237542
7,0.8857708809771891,0.5953021557564945,0.465870467905645,0.5697745691154679,0.6173092649623468,0.36467269433927146,0.02454755097007545,0.9113029555506451,0.22203262864563822,0.05303448153837104,1.599971340971179,8.821032235992847
8,0.3004574052621537,0.2301112540320256,0.09852725383940161,0.14015657064573325,0.8940391492051343,0.5887793707744007,0.011817405327290854,0.8909324554686504,0.9997943705564158,0.03840316075737984,7.808858121100442,3.9858817240715054
9,0.26975468788715834,0.9618772991380721,0.9424171979121182,0.30487781482251874,0.25175387401479055,0.901412737587607,0.06740474677742307,0.9216817092976011,0.36247864864384743,0.20211100511511443,8.432181822078068,3.803365130982915
10,0.5263661772467286,0.09394073740980954,0.1791978312575242,0.08138383999538239,0.31386227930347044,0.6545393253585526,0.406399490984838,0.12652598835649997,0.8542656873602241,0.798761948809029,6.059742193936724,6.583680451249418
11,0.7227441120753122,0.9134671547453657,0.8993711062249218,0.8928980921860697,0.7956378382302962,0.40187202695817403,0.31595381477433737,0.5932118144479863,0.5826348795489998,0.2589195040630958,4.0165713538030605,8.632033154419252
12,0.7132340451912408,0.8849445501040796,0.11801513347408839,0.7379298505481214,0.7474656200544368,0.5476832233493525,0.7288095092443978,0.26308511853296423,0.26296507660525376,0.8510299183968787,4.084317017938027,8.445453865435995
13,0.517673006561492,0.6885722868269811,0.5060866472975124,0.5455442591038872,0.5504819989675057,0.8972223159463647,0.7361981157939567,0.31072390911432524,0.46021723304049134,0.5304273144144888,6.523945233828894,6.896604748069775
14,0.666220341013886,0.7307207611519431,0.7649366674561502,0.6263930971649763,0.8029654097714245,0.45989086003816426,0.9817477343667431,0.5586539261649919,0.19857901845757786,0.3248477871683095,4.749016557207683,8.212236224119982
15,0.13713902184617355,0.3366760209430463,0.13896474459311317,0.5045916921337493,0.12519873321601308,0.05423206119383941,0.48441966923555885,0.23628030660410337,0.03903534406965651,0.3583884651609406,8.432905353561303,1.8452262249679625
16,0.5401380097669141,0.3002523421563797,0.6234927379870591,0.6823673407155392,0.6509929987381541,0.21651492783994641,0.39629275437566547,0.5478366339718335,0.8631728665858075,0.672421172501266,6.227220015400953,7.066482191383646
17,0.36212944448262435,0.7775469636158917,0.4563812649302882,0.48316364516558297,0.820205040320601,0.5127926886098858,0.03200004508747842,0.16163757964928585,0.29357905140003676,0.7247707730851216,7.701137376630168,4.923501621305585
18,0.6873670749847833,0.9499273978051448,0.7565330032428937,0.06567743547362657,0.03913152703000392,0.9367903645371537,0.29480432934901374,0.1985941732156521,0.012227767818953577,0.008238252207776142,3.982053505104326,7.446157950285136
19,0.6538068652163733,0.8782398433581644,0.029663288689164104,0.41609757497974864,0.7876671651312186,0.22655015454480668,0.8928914049890722,0.4488900372456635,0.813711318756248,0.9177339596696971,4.82612905890809,7.982279840601162
20,0.8214674115043754,0.06253023489535944,0.4802301958509308,0.39970578992154293,0.37435185121472203,0.4161507951308882,0.09947821124215771,0.5667037620390458,0.11665642418276492,0.45984273891088895,2.46127864407482,8.545246995174132
21,0.3916483385142091,0.03263038240160778,0.20802363950225283,0.7789485554638468,0.3678502327010492,0.8074864282775266,0.47471528165249566,0.9725140767135539,0.0026757233424621165,0.84472668573143,7.256481406659485,5.1280607752074845
22,0.9067878047180126,0.31232882170022425,0.6762187559010241,0.4019511503244715,0.7146995862551814,0.8712305638120854,0.8881377302497457,0.8646058598822705,0.32333057928559455,0.4712816220279921,1.3878198785709357,9.410688469244548
23,0.49257681506774936,0.48306493859642025,0.12005754482571712,0.28012175358257896,0.2645109673311689,0.672728183572706,0.7150345463388083,0.8778051481499678,0.7490299642481019,0.591515899460829,6.674037399609232,6.520181720079462
24,0.4421041319803361,0.9566529518975129,0.15153792455047504,0.7214518714373603,0.8654222372033833,0.5028186191551803,0.21499119454839094,0.3014726286608998,0.10106114977793139,0.1869283641501344,6.989383879008376,5.82113895288598
25,0.5909671957980341,0.4316157053492343,0.8613492916093987,0.9096427890487021,0.007097028124044241,0.8693466217051847,0.08013053518790976,0.37138070606036216,0.7203770670624833,0.37516536785363946,5.421557566346721,7.243731039978738
26,0.2979678969863914,0.9921594894058788,0.2703285851865011,0.16581041737159308,0.09710155124610743,0.4957645232622556,0.3428256285793613,0.009171976309942506,0.5341630429223985,0.30820684996646025,7.843350205741085,3.964901724639727
27,0.4879203382752094,0.21374966557934108,0.4343164018902476,0.026581010324762216,0.48371895524666836,0.2767045264847464,0.4335855280284654,0.36035494060186135,0.8381542307335959,0.13874264501630532,6.417435987107712,6.178405140774055
28,0.7314078033482159,0.18883404152357253,0.636763906844891,0.37295423628995417,0.8153489964346742,0.43455022272547533,0.13074508414261182,0.9693699038518518,0.04659055425879902,0.9986083117185713,3.74969857199361,8.353868133253957
29,0.38283521350739746,0.7949983534364528,0.8382140042180009,0.21448554857493124,0.054029297387808574,0.11833729437674645,0.6368419343651897,0.0898723609749179,0.4196875637722742,0.6172909009659159,7.407408699863346,5.082441930929051
30,0.7475157725374171,0.7408069252103644,0.8527239005815384,0.7425040652759742,0.9930172002749358,0.9907514049338929,0.6471953577336825,0.8517842913578011,0.2749889383879063,0.2986822036379173,3.7200258957419154,8.882737799255189
31,0.15461331984532112,0.6552113621660467,0.21114645808432375,0.23419306402441678,0.5743087790851058,0.8302627534840403,0.0592026378613349,0.7387498428447883,0.6161825496453852,0.6659004227203811,8.972615208533382,2.223023866157146
32,0.3746533524622146,0.27775328810011063,0.296295840467107,0.5728804766743713,0.06755377241990837,0.6468304367891045,0.6972274112187153,0.45377635934200306,0.1839206741671781,0.4272002380100911,7.555395576137433,5.0424053286251045
33,0.34440096554730204,0.39953633936867483,0.22359747926809576,0.788810702923798,0.24188470238956275,0.5503769470993229,0.5415759796392114,0.662579614510294,0.1424751017181678,0.08029968667419475,7.7660212318552615,4.66557447309498
34,0.6392751690071801,0.49818328202200074,0.8083620721898132,0.05943680037367353,0.9513198587604073,0.7478869684356112,0.5652892821775454,0.14344929046360724,0.0564709510870457,0.09701619869694689,4.800114038975075,7.544768223354785
35,0.03991058625258848,0.477389535912849,0.5793220285511251,0.768423822827803,0.22039095811039952,0.8482413846007893,0.7613388659370316,0.7167364387948232,0.9406305388604342,0.6806732075587303,9.570590445633009,0.6007810075985364
36,0.07064603723847278,0.8306120186129143,0.5637601626664489,0.5984108029648608,0.510292046528152,0.4726610230145822,0.8379967456368309,0.8381834162125473,0.5474895802333525,0.7359846263228623,9.555787775605188,1.0647852335192987
37,0.5310741446066118,0.6986769481985304,0.5835882738079547,0.17590052594759398,0.4227797479805062,0.12678527299192338,0.3512082617309206,0.6799700968641746,0.49732294716413233,0.9808220246316203,6.232054741692632,6.872196825879232
38,0.6936082990310014,0.22011759937895803,0.6670556263779134,0.44584508512841264,0.7765664905616826,0.3870719901777066,0.7867261463597045,0.5793727181152066,0.13768265654592016,0.6911043827498856,4.320732658873049,8.273500870662728
39,0.6727574522523686,0.38263017311718295,0.5113796111491706,0.18668276304909273,0.5252314602959675,0.9657682047376146,0.15315650848158133,0.41642017967073397,0.3543585313959204,0.5534550924830492,4.529585610954685,8.021743956582323
40,0.8607321237621881,0.25247621331411946,0.7151243145797338,0.798929603495759,0.5839779347867586,0.7015184288682136,0.07586626879265894,0.20211581118544256,0.2002494146499436,0.9591968858093849,1.9968631266067294,8.981959662232855
41,0.7510209327425494,0.11085029766823488,0.380905799843712,0.5851103235593313,0.158705489423363,0.7303753451482992,0.45429797738427985,0.34412001708378465,0.9658353970596821,0.151596901656044,3.4715464205024813,8.419217733561501
42,0.8731620472857038,0.9242847955149328,0.5964646203005408,0.9370162506907407,0.021581744810000233,0.8851991112644018,0.8716791822845824,0.4366742492656122,0.9285757312962513,0.6551881972432574,1.8728600170270164,9.275469883752102
43,0.5579588903110327,0.5622506776163609,0.9913747916016968,0.8774751842954467,0.2701364486219222,0.5311627720179768,0.1808758233129863,0.10342769506758448,0.2484192744717567,0.3804606696767112,5.863914662319179,7.042161798135482
44,0.6055731105951458,0.15092719019192197,0.7275012087052388,0.5543479315730827,0.7620879355586981,0.28262563055778717,0.10434661297368499,0.5820585192821645,0.8063796618423524,0.9499562247415917,5.407424346996195,7.58137154294073
45,0.17434542170177364,0.08867666946026904,0.6932229780459296,0.3408999501832181,0.44990614285021346,0.20024831067848028,0.7984605837948776,0.6110994745428152,0.30074284527543615,0.9069802817956237,8.884371612586383,2.495793198257887
46,0.97863082439317,0.01651533405918433,0.4701294563503981,0.992724605849672,0.7230792453627639,0.7955529523120579,0.8203349271307565,0.48162963789054275,0.8781303868590774,0.7880667042456658,0.31576795112245387,9.403667226796093
47,0.7845093455998191,0.4265125225631919,0.8255345886898415,0.1262301689523137,0.40716202895526415,0.3748850753055919,0.9930470723110498,0.18791669592099836,0.5983938968839607,0.01793059807774118,2.987649399642551,8.486651713485552
48,0.20541578657767245,0.17645701538986747,0.6139700980323453,0.470945086261624,0.17312154357378448,0.07818007491312959,0.9227363051272565,0.6368841499930769,0.8957873087681603,0.5492018497108011,8.73803764521971,2.9215734551928945
49,0.10467684891362686,0.24372032102156171,0.9881224141956891,0.24126500663457864,0.9427983783905166,0.8538499635978604,0.901920099835376,0.9323542513458264,0.682529463494884,0.10168989574195007,9.32648089808367,1.547487149380928
50,0.4083214703776678,0.8639467218115927,0.6817124928367077,0.6767022991171489,0.5912032912023463,0.9842952672872072,0.5507113202849178,0.3834626431763084,0.6799212052943012,0.5029194321601385,7.694732329148306,5.745705823868574
51,0.32362254853695205,0.13627068503239792,0.28783747741345855,0.4507720080112946,0.39853245440366303,0.609963220992012,0.33306712271614985,0.9825838671297101,0.750254296011038,0.8204108403890272,8.155206716231746,4.543983711992313
52,0.0867974914774726,0.8484362621242806,0.6598052051252463,0.9635633269609689,0.8431326503547578,0.25856788959697813,0.16175069759167898,0.016902108474638206,0.3186577858398777,0.19447638202693507,8.951298875781415,1.2280494751903832
