,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,f1,f2
0,0.18531351750609684,0.6655877884608383,0.5781867166107849,0.2866292249147899,0.23453893432173153,0.8380814347149896,0.11980030057158625,0.9904509685071776,0.1555331587713368,0.8669213138106423,0.26487001436150187,0.4952293053501975,0.6688969932441141,0.16122336399912893,0.37676699211896697,0.44882262945480944,0.3780243397455962,0.4436082166267799,0.9139277116069118,0.7144856171547638,2.343117668764255,4.196354968752256e-71
1,0.5899812951218493,0.47728175165812814,0.8634169224564971,0.35240789354371166,0.36143704439386265,0.3898590832947792,0.5086554787489468,0.5985125245042401,0.359579197186271,0.6418601125539843,0.9055788503311596,0.7503957108593406,0.8019562640326003,0.16335724855517741,0.4447415646728811,0.7704326544696063,0.11261862416904769,0.24113123648626233,0.7171963560342511,0.649472512665523,2.082305454107858,3.3146629334646446e-11
2,0.0,0.5813912286795072,0.4937841333482227,0.13352269985618567,0.14254731256360373,0.1955514649761157,0.8913461247282791,0.5534349935036561,0.6452115195851327,0.9436164003586565,0.2828028761932351,0.3250803585849724,0.13341879039649382,0.6480465026531311,0.7704292146029931,0.7989639959122325,0.6689579913318352,0.5569397373464744,0.12563780292279966,0.5920966318684653,2.3070686618005443,1.6768477200949123e-167
3,0.3965389322456975,0.3727279268011118,0.764523211824062,7.575596336718694e-05,0.7636561615550228,0.2557002737196033,0.698405200647769,0.22087401283919209,0.6304388628328566,0.46834886532017556,0.1894930805047195,0.968744324817116,0.6665695932329938,0.26865862921691125,0.481676238966455,0.8102157925005617,0.06383001017414279,0.37986613050097073,0.4833246064250569,0.2912394896513444,2.4653470720083366,1.006044749492947e-30
4,0.2627000520308547,0.7418572650942215,0.4512714962044899,0.7921185841700762,0.03788884012274917,0.06773778840870111,0.4589288395341762,0.4981932808974901,0.4908798864646985,0.7786711478896696,0.1790829934002719,0.12652815575180754,0.5572118709467531,0.8536546544600984,0.8286521153683982,0.20128409200561198,0.5804396469699845,0.15961359164634117,0.3654669591525158,0.65556872037668,2.368310027490965,1.0582932268326554e-53
5,0.4191952716726534,0.8856202807598266,0.5831020982453059,0.00527442865088509,0.3235677658121315,0.590501139382975,0.6384272479067836,0.3468150251139414,0.8979231609689469,0.39297854644140584,0.38641395778896714,0.8993952124030612,0.4477098714757223,0.47878771762679284,0.10892006269505475,0.648415067910373,0.12249137818814318,0.5304597684229679,0.49682813416199506,0.5988365362021782,2.1864357087744626,1.029616290096507e-27
6,0.0,0.30767321895923216,0.0980455369819787,0.6981340850201913,0.6639281316548032,0.10636507810924942,0.9957039335352488,0.9366978456669478,0.4153469428688252,0.8107516000663062,0.36883742112997664,0.8126476122745081,0.15403081172059835,0.8939043420644015,0.9439947430910121,0.9606869981671513,0.2438174699030371,0.4784340872655198,0.5548109237665034,0.944285377791213,3.1717169198950783,1.142905458810157e-175
7,0.34461097712217864,0.03662596662737938,0.3401372101426049,0.9174277745911378,0.04664339988163539,0.4219876219621307,0.3119847161374022,0.5148300079320315,0.7014304828023838,0.38064975443417404,0.033954950743318196,0.035733209369434644,0.18932843675566122,0.47175828617590543,0.9564190248575587,0.9911188350143928,0.8770498449966536,0.5032582721047754,0.8891157758862515,0.5559739156281222,3.0256832261705298,1.5900422315024662e-38
8,0.7417976180093224,0.6415730201807313,0.1392550055890685,0.5488196374753536,0.20717558595971142,0.1425587747069333,0.39196981284539384,0.3425511232380634,0.9169636376782704,0.02225051397055216,0.5384561244699166,0.38322905151883035,0.6734469517450054,0.1757107011543601,0.4618226661340551,0.48133310124316414,0.5033054334356408,0.46161554535275584,0.41686078588522296,0.8786724160934034,2.095330152143123,0.0004190934409132591
9,0.4719702355209922,0.9474540667960275,0.4628781655170159,0.8773142019827759,0.3482843990466136,0.50824304539614,0.8084460598334998,0.1534684780964071,0.895849827620689,0.9490940674825133,0.8326135427205776,0.2273326953596812,0.25750539782179077,0.7126682775967598,0.08039807968597523,0.7348160571207398,0.9677061115425537,0.5645858993161252,0.32086551240584543,0.384665852142141,2.7394869420685564,2.510409213089373e-21
